date_simple,shop_id,ranking,ranking_live,ranking_live_without_ad,bookmark_count,uv,bookmark_change_amount,goods_view_count,my_goods_count_change,meta_order_count,meta_order_amount,ad_display_view_count,ad_display_click_count,ad_display_billing_amount,ad_display_cash_amount,ad_display_free_amount,ad_display_total_amount,ad_display_add_cash_count,ad_display_add_cash_amount,ad_display_remain_cash_amount,ad_display_new_content_created_count,ad_display_new_goods_adopted_count,ad_display_content_total_running_count,ad_display_content_valid_running_count,ad_display_content_auto_scheduling_on_going_count,ad_display_content_auto_scheduling_elapsed_rate_avg,ad_display_content_rank_under_200_count,ad_display_content_with_daily_budget_count,ad_display_content_with_max_budget_count,ad_display_content_daily_budget_avg,ad_display_content_max_budget_avg,ad_display_content_first_running_count,ad_display_run_ordinal,ad_display_run_ordinal_day,ad_display_stop_ordinal,ad_display_stop_ordinal_day,ad_display_run_ordinal_final,ad_display_stop_ordinal_final,ad_display_status_final,ad_display_content_total_running_content_id_list,ad_display_content_valid_running_content_id_list,ad_display_content_auto_scheduling_on_going_content_id_list,ad_display_content_rank_under_200_content_id_list,ad_display_content_with_daily_budget_content_id_list,ad_display_content_with_max_budget_content_id_list,ad_display_content_first_running_content_id_list,shop_state_closed_to_normal,created_order_count,created_order_amount,created_order_item_count,paid_order_count,paid_order_amount,paid_order_item_count,refunded_order_count,refunded_order_amount,refunded_order_item_count,order_count,order_amount,date_simple,shop_id,shop_name,pv
2019-10-05,6147,716,632,1121,1886,826,20,1047,177,6,272800,33406,815,73492,71730,0,71730,0,0,362742,0,0,3,2,0,null,0,2,1,37500,10000,0,2,97,2,-24,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,2a6cd551-6326-43af-a199-27d9b4d928c7","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,,1,0,0,0,0,0,0,0,0,0,6,272800,2019-10-05,6147,미코미코,189
2019-10-04,2003,187,180,273,76870,4171,176,8321,927,36,2264000,135584,2728,298283,297798,0,297798,0,0,2118851,4,2,8,7,0,null,2,6,0,91666.66666666667,null,4,3,506,3,-25,3,3,1,"bd894f9d-dffe-4018-bf2f-668d68e88fa7,5d365120-9dd0-4337-a1c0-1889397d9b90,bdc2e5a0-057b-46fc-8094-89516cfbe928,faa1bdda-82d2-4e0f-bc69-80b42206f807,780adce6-d538-45a1-a92b-3b7cd755af56,bff6a018-54f4-4532-9fe9-1b92a3c19cd1,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b","bdc2e5a0-057b-46fc-8094-89516cfbe928,faa1bdda-82d2-4e0f-bc69-80b42206f807,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,bd894f9d-dffe-4018-bf2f-668d68e88fa7,0e2ebe14-97b1-49f9-ba43-568761d24f6b,5d365120-9dd0-4337-a1c0-1889397d9b90",,"bd894f9d-dffe-4018-bf2f-668d68e88fa7,5d365120-9dd0-4337-a1c0-1889397d9b90","bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,bff6a018-54f4-4532-9fe9-1b92a3c19cd1,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b,5d365120-9dd0-4337-a1c0-1889397d9b90",,"bd894f9d-dffe-4018-bf2f-668d68e88fa7,5d365120-9dd0-4337-a1c0-1889397d9b90,faa1bdda-82d2-4e0f-bc69-80b42206f807,bff6a018-54f4-4532-9fe9-1b92a3c19cd1",1,22,1163700,36,21,1090300,34,4,151300,4,36,2264000,2019-10-04,2003,더제이수,5894
2019-10-04,2220,247,233,366,57147,1620,93,2506,316,12,567400,51515,894,113330,113886,0,113886,0,0,672258,0,0,4,4,0,null,2,4,0,35000,null,0,1,641,1,-23,2,2,1,"20fc5857-3dda-4e07-97a9-40bdd12f24a8,9388771d-83bd-43c0-a5a0-6aea2069fcc4,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,"20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,,1,7,206000,8,6,185000,7,1,29000,1,12,567400,2019-10-04,2220,크러시제이,4781
2019-10-04,2413,1176,999,726,27958,540,27,1014,50,4,178000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-25,2,157,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,178000,2019-10-04,2413,드보우,1355
2019-10-04,3492,2507,1892,1675,1523,612,13,910,101,5,315200,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-25,1,175,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,315200,2019-10-04,3492,바이비브,91
2019-10-04,5387,2463,1863,1637,2517,377,11,656,45,6,339800,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-25,8,205,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,339800,2019-10-04,5387,미니걸스,69
2019-10-04,6147,720,635,1122,1866,879,18,1095,175,6,207500,41387,911,91049,91617,0,91617,0,0,434472,3,2,5,5,0,null,1,2,3,37500,10000,3,2,96,2,-25,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,8fb794a5-d48d-4463-a09b-efd1b820740a,3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,2a6cd551-6326-43af-a199-27d9b4d928c7,07bade45-ddb6-4e63-bbed-01c441b620d2","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,8fb794a5-d48d-4463-a09b-efd1b820740a,3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,2a6cd551-6326-43af-a199-27d9b4d928c7,07bade45-ddb6-4e63-bbed-01c441b620d2",,8fb794a5-d48d-4463-a09b-efd1b820740a,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,8fb794a5-d48d-4463-a09b-efd1b820740a,07bade45-ddb6-4e63-bbed-01c441b620d2","8fb794a5-d48d-4463-a09b-efd1b820740a,3efe85f9-4f93-4e6d-8221-bbc7626bcfc6,07bade45-ddb6-4e63-bbed-01c441b620d2",1,0,0,0,0,0,0,0,0,0,6,207500,2019-10-04,6147,미코미코,253
2019-10-03,2003,188,181,273,76694,4792,156,9159,939,45,3339400,153135,3475,336895,338511,0,338511,2,2000000,2416649,0,0,4,4,0,null,0,4,0,87500,null,0,3,505,3,-26,3,3,1,"bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b","bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,1,16,902500,27,16,902500,27,0,0,0,45,3339400,2019-10-03,2003,더제이수,5590
2019-10-03,2220,244,231,369,57054,1716,86,2897,306,16,1182840,62270,1074,136993,136937,0,136937,0,0,786144,0,0,4,4,0,null,0,4,0,35000,null,0,1,640,1,-24,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,,1,7,315500,12,7,315500,12,0,0,0,16,1182840,2019-10-03,2220,크러시제이,3671
2019-10-03,2413,1189,1009,730,27931,642,15,1325,34,6,222500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-26,2,156,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,222500,2019-10-03,2413,드보우,2157
2019-10-03,3492,2534,1907,1692,1510,699,5,1002,99,6,293350,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-26,1,174,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,293350,2019-10-03,3492,바이비브,127
2019-10-03,5387,2488,1880,1661,2506,406,5,717,41,1,48400,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-26,8,204,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,1,48400,2019-10-03,5387,미니걸스,113
2019-10-03,6147,716,632,1130,1848,935,23,1189,187,6,181300,32683,867,71902,72320,0,72320,0,0,526089,0,0,2,2,0,null,0,2,0,37500,null,0,2,95,2,-26,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,,1,0,0,0,0,0,0,0,0,0,6,181300,2019-10-03,6147,미코미코,174
2019-10-02,2003,187,180,275,76538,4341,144,7706,721,25,1890000,148286,3286,326228,325861,0,325861,0,0,755160,1,0,7,6,0,null,0,7,0,62857.142857142855,null,1,3,504,3,-27,3,3,1,"6d19b972-b870-48ca-a104-89953f144520,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,e35b80de-8cb0-475f-855d-ad45c865ae66,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b","6d19b972-b870-48ca-a104-89953f144520,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"6d19b972-b870-48ca-a104-89953f144520,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,e35b80de-8cb0-475f-855d-ad45c865ae66,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,6d19b972-b870-48ca-a104-89953f144520,1,13,742700,18,12,705300,17,2,57800,2,25,1890000,2019-10-02,2003,더제이수,8444
2019-10-02,2220,245,232,371,56968,1724,102,2948,214,26,1670200,58265,1023,128181,128852,0,128852,0,0,923081,0,0,5,5,0,null,2,5,0,38000,null,0,1,639,1,-25,2,2,1,"20fc5857-3dda-4e07-97a9-40bdd12f24a8,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,"20fc5857-3dda-4e07-97a9-40bdd12f24a8,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,,1,9,302500,12,9,302500,12,0,0,0,26,1670200,2019-10-02,2220,크러시제이,5980
2019-10-02,2413,1180,1000,729,27916,762,16,1345,77,2,178500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-27,2,155,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,178500,2019-10-02,2413,드보우,3274
2019-10-02,3492,2549,1915,1696,1505,651,9,902,91,3,476380,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-27,1,173,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,476380,2019-10-02,3492,바이비브,185
2019-10-02,5387,2531,1906,1686,2501,434,9,728,78,3,166200,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-27,8,203,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,166200,2019-10-02,5387,미니걸스,82
2019-10-02,6147,719,633,1143,1825,870,24,1093,211,6,303200,36060,859,79331,78198,0,78198,1,500000,598409,2,1,3,3,0,null,1,2,1,37500,10000,1,2,94,2,-27,2,2,1,"d6a0decb-1c87-4d29-8dbf-e22a933411bf,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","d6a0decb-1c87-4d29-8dbf-e22a933411bf,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,d6a0decb-1c87-4d29-8dbf-e22a933411bf,"2a6cd551-6326-43af-a199-27d9b4d928c7,b6e8ac64-19ae-4f81-a247-5a26ba435f1d",d6a0decb-1c87-4d29-8dbf-e22a933411bf,d6a0decb-1c87-4d29-8dbf-e22a933411bf,1,0,0,0,0,0,0,0,0,0,6,303200,2019-10-02,6147,미코미코,329
2019-10-01,2003,186,178,277,76394,4801,160,8819,809,46,2803762,144093,3000,317001,316310,0,316310,0,0,1081021,7,0,11,9,0,null,1,8,0,62500,null,6,3,503,3,-28,3,3,1,"8bfd0610-8723-409d-a93b-85235e589b84,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,e35b80de-8cb0-475f-855d-ad45c865ae66,bdc2e5a0-057b-46fc-8094-89516cfbe928,1f46cdda-3fae-47be-8db6-075c77d05ae4,3916d714-a52e-4c41-8fb8-cf6d0898a9a4,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b,4d27bab0-e845-4634-8b8e-122af84d54f8,28708655-cacf-4b93-82c8-59af38c3b57c,94a54be3-3c08-4139-abfb-1b55c27b6b33","d6f279c0-f88f-4cc7-8e33-d8e7139865d5,e35b80de-8cb0-475f-855d-ad45c865ae66,bdc2e5a0-057b-46fc-8094-89516cfbe928,1f46cdda-3fae-47be-8db6-075c77d05ae4,3916d714-a52e-4c41-8fb8-cf6d0898a9a4,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b,4d27bab0-e845-4634-8b8e-122af84d54f8,28708655-cacf-4b93-82c8-59af38c3b57c",,28708655-cacf-4b93-82c8-59af38c3b57c,"bdc2e5a0-057b-46fc-8094-89516cfbe928,8bfd0610-8723-409d-a93b-85235e589b84,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,3916d714-a52e-4c41-8fb8-cf6d0898a9a4,e35b80de-8cb0-475f-855d-ad45c865ae66,92fdf2d6-cb72-441f-821e-ea70eedac677,0e2ebe14-97b1-49f9-ba43-568761d24f6b,4d27bab0-e845-4634-8b8e-122af84d54f8",,"8bfd0610-8723-409d-a93b-85235e589b84,d6f279c0-f88f-4cc7-8e33-d8e7139865d5,e35b80de-8cb0-475f-855d-ad45c865ae66,1f46cdda-3fae-47be-8db6-075c77d05ae4,0e2ebe14-97b1-49f9-ba43-568761d24f6b,28708655-cacf-4b93-82c8-59af38c3b57c",1,18,1238800,36,19,1289800,38,3,119000,3,46,2803762,2019-10-01,2003,더제이수,10499
2019-10-01,2220,242,228,371,56866,1962,110,3437,258,32,1553990,60836,1100,133837,132272,0,132272,1,1000000,1051933,0,0,4,4,0,null,1,4,0,40000,null,0,1,638,1,-26,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,,1,7,293000,12,7,293000,12,0,0,0,32,1553990,2019-10-01,2220,크러시제이,5925
2019-10-01,2413,1182,1000,727,27900,881,22,1866,153,10,727800,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-28,2,154,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,10,727800,2019-10-01,2413,드보우,3941
2019-10-01,3492,2541,1904,1698,1496,741,11,1166,134,9,617110,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-28,1,172,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,9,617110,2019-10-01,3492,바이비브,261
2019-10-01,5387,2529,1897,1691,2492,508,4,902,66,9,589700,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-28,8,202,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,9,589700,2019-10-01,5387,미니걸스,122
2019-10-01,6147,721,632,1145,1801,1049,29,1355,196,16,510200,40401,951,88881,89124,0,89124,0,0,176607,2,2,5,4,0,null,2,2,3,37500,10000,2,2,93,2,-28,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,6b2d4ef8-0339-427a-aeba-242612aa81ab,533662de-5d56-47b4-b4fa-cfa4d09e4954,2a6cd551-6326-43af-a199-27d9b4d928c7,66bd1e8b-8c87-4f75-b0b7-fa4d83d6dbda","2a6cd551-6326-43af-a199-27d9b4d928c7,66bd1e8b-8c87-4f75-b0b7-fa4d83d6dbda,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,533662de-5d56-47b4-b4fa-cfa4d09e4954",,"66bd1e8b-8c87-4f75-b0b7-fa4d83d6dbda,533662de-5d56-47b4-b4fa-cfa4d09e4954","2a6cd551-6326-43af-a199-27d9b4d928c7,b6e8ac64-19ae-4f81-a247-5a26ba435f1d","66bd1e8b-8c87-4f75-b0b7-fa4d83d6dbda,6b2d4ef8-0339-427a-aeba-242612aa81ab,533662de-5d56-47b4-b4fa-cfa4d09e4954","66bd1e8b-8c87-4f75-b0b7-fa4d83d6dbda,533662de-5d56-47b4-b4fa-cfa4d09e4954",1,0,0,0,0,0,0,0,0,0,16,510200,2019-10-01,6147,미코미코,332
